ID_Transaccion,Fecha_Hora,ID_Producto,Nombre_Producto,Precio_Unitario,Cantidad,ID_Tienda
4106,2025-09-01 18:26:51,P02,Energia Matutina,11.0,1,T01
6870,2025-09-01 18:54:49,P02,Energia Matutina,11.0,1,T02
10289,2025-09-01 19:06:38,P02,Energia Matutina,11.0,2,T01
5868,2025-09-01 19:08:59,P03,Trio de Berries,14.0,2,T01
6631,2025-09-01 19:10:23,P02,Energia Matutina,11.0,1,T02
6323,2025-09-01 19:11:06,P02,Energia Matutina,11.0,1,T01
2989,2025-09-01 19:14:18,P04,Sol Tropical,10.5,2,T01
10735,2025-09-01 19:15:23,P04,Sol Tropical,10.5,1,T02
7802,2025-09-01 19:20:21,P02,Energia Matutina,11.0,1,T02
8847,2025-09-01 19:22:09,P03,Trio de Berries,14.0,1,T01
6331,2025-09-01 19:37:21,P02,Energia Matutina,11.0,1,T02
6817,2025-09-01 19:42:29,P02,Energia Matutina,11.0,1,T01
3077,2025-09-01 19:46:04,P04,Sol Tropical,10.5,1,T02
1293,2025-09-01 19:55:57,P02,Energia Matutina,11.0,2,T01
10841,2025-09-01 19:56:31,P04,Sol Tropical,10.5,1,T02
6335,2025-09-01 19:57:32,P01,Detox Verde,12.5,1,T01
3219,2025-09-01 20:01:05,P01,Detox Verde,12.5,1,T01
5193,2025-09-01 20:03:09,P02,Energia Matutina,11.0,1,T02
1012,2025-09-01 20:11:15,P01,Detox Verde,12.5,1,T02
9741,2025-09-01 20:13:52,P02,Energia Matutina,11.0,1,T02
9041,2025-09-01 20:13:59,P01,Detox Verde,12.5,2,T02
6122,2025-09-01 20:14:53,P02,Energia Matutina,11.0,1,T02
2935,2025-09-01 20:31:06,P01,Detox Verde,12.5,1,T01
2721,2025-09-01 20:32:39,P02,Energia Matutina,11.0,1,T02
8183,2025-09-01 20:37:38,P02,Energia Matutina,11.0,1,T02
3201,2025-09-01 20:42:36,P01,Detox Verde,12.5,1,T01
3972,2025-09-01 20:48:53,P02,Energia Matutina,11.0,1,T02
2130,2025-09-01 20:54:11,P04,Sol Tropical,10.5,1,T01
1978,2025-09-01 20:55:40,P04,Sol Tropical,10.5,1,T01
8756,2025-09-01 20:58:36,P04,Sol Tropical,10.5,1,T02
2343,2025-09-01 21:02:40,P01,Detox Verde,12.5,1,T01
2352,2025-09-01 21:18:25,P03,Trio de Berries,14.0,1,T02
10039,2025-09-01 21:19:32,P01,Detox Verde,12.5,1,T02
9905,2025-09-01 21:23:05,P03,Trio de Berries,14.0,1,T02
5472,2025-09-01 21:36:43,P04,Sol Tropical,10.5,1,T01
6267,2025-09-01 21:44:24,P04,Sol Tropical,10.5,1,T01
4892,2025-09-01 21:49:27,P02,Energia Matutina,11.0,1,T01
8633,2025-09-01 21:50:06,P03,Trio de Berries,14.0,1,T02
5870,2025-09-01 21:58:46,P02,Energia Matutina,11.0,1,T02
3326,2025-09-01 22:00:38,P02,Energia Matutina,11.0,1,T01
8013,2025-09-01 22:04:03,P03,Trio de Berries,14.0,1,T02
5347,2025-09-01 22:06:47,P04,Sol Tropical,10.5,1,T01
6908,2025-09-01 22:06:48,P03,Trio de Berries,14.0,1,T02
10354,2025-09-01 22:07:05,P01,Detox Verde,12.5,1,T02
2817,2025-09-01 22:08:55,P02,Energia Matutina,11.0,1,T01
9534,2025-09-01 22:15:39,P01,Detox Verde,12.5,1,T01
3415,2025-09-01 22:15:49,P03,Trio de Berries,14.0,3,T02
9000,2025-09-01 22:19:46,P03,Trio de Berries,14.0,1,T02
5572,2025-09-01 22:29:00,P04,Sol Tropical,10.5,1,T01
4006,2025-09-01 22:38:34,P01,Detox Verde,12.5,2,T01
10195,2025-09-01 22:39:16,P05,Inmune-C Boost,13.0,1,T02
6765,2025-09-01 22:43:46,P04,Sol Tropical,10.5,2,T02
9956,2025-09-01 22:45:49,P05,Inmune-C Boost,13.0,1,T01
6295,2025-09-01 22:45:58,P01,Detox Verde,12.5,2,T02
4771,2025-09-01 22:51:08,P05,Inmune-C Boost,13.0,1,T01
1726,2025-09-01 22:53:42,P04,Sol Tropical,10.5,1,T01
10345,2025-09-01 22:57:40,P01,Detox Verde,12.5,1,T02
5232,2025-09-01 22:58:06,P02,Energia Matutina,11.0,1,T02
7349,2025-09-01 22:59:50,P03,Trio de Berries,14.0,1,T01
10900,2025-09-01 23:03:12,P02,Energia Matutina,11.0,1,T01
10897,2025-09-01 23:09:01,P02,Energia Matutina,11.0,1,T01
3819,2025-09-01 23:12:33,P02,Energia Matutina,11.0,2,T02
3259,2025-09-01 23:12:33,P01,Detox Verde,12.5,1,T01
4214,2025-09-01 23:14:37,P01,Detox Verde,12.5,1,T01
6807,2025-09-01 23:17:39,P03,Trio de Berries,14.0,1,T02
7170,2025-09-01 23:23:09,P05,Inmune-C Boost,13.0,1,T01
10616,2025-09-01 23:25:30,P04,Sol Tropical,10.5,1,T01
2785,2025-09-01 23:28:14,P03,Trio de Berries,14.0,2,T01
10738,2025-09-01 23:29:39,P04,Sol Tropical,10.5,1,T01
3936,2025-09-01 23:34:07,P02,Energia Matutina,11.0,1,T01
2471,2025-09-01 23:35:16,P02,Energia Matutina,11.0,1,T01
10765,2025-09-01 23:35:59,P04,Sol Tropical,10.5,1,T02
3869,2025-09-01 23:38:56,P01,Detox Verde,12.5,3,T02
6991,2025-09-01 23:40:15,P01,Detox Verde,12.5,1,T01
2422,2025-09-01 23:41:16,P02,Energia Matutina,11.0,1,T01
10770,2025-09-01 23:43:11,P02,Energia Matutina,11.0,1,T01
5040,2025-09-01 23:44:47,P01,Detox Verde,12.5,1,T02
5920,2025-09-01 23:52:36,P02,Energia Matutina,11.0,1,T01
5741,2025-09-01 23:52:54,P02,Energia Matutina,11.0,1,T02
5074,2025-09-01 23:54:36,P02,Energia Matutina,11.0,3,T01
9113,2025-09-01 23:55:44,P04,Sol Tropical,10.5,2,T01
2321,2025-09-02 00:04:07,P04,Sol Tropical,10.5,1,T02
6425,2025-09-02 00:05:57,P01,Detox Verde,12.5,2,T02
2483,2025-09-02 00:13:57,P02,Energia Matutina,11.0,2,T01
4365,2025-09-02 00:16:09,P01,Detox Verde,12.5,2,T02
4820,2025-09-02 00:16:40,P02,Energia Matutina,11.0,1,T01
3512,2025-09-02 00:33:50,P03,Trio de Berries,14.0,1,T02
3493,2025-09-02 00:34:14,P02,Energia Matutina,11.0,1,T02
2665,2025-09-02 00:37:48,P02,Energia Matutina,11.0,1,T01
2207,2025-09-02 00:41:15,P01,Detox Verde,12.5,1,T01
7860,2025-09-02 00:46:19,P03,Trio de Berries,14.0,1,T02
7422,2025-09-02 00:54:55,P01,Detox Verde,12.5,1,T01
6676,2025-09-02 00:56:20,P01,Detox Verde,12.5,3,T02
9764,2025-09-02 01:05:25,P01,Detox Verde,12.5,1,T02
1060,2025-09-02 01:09:33,P04,Sol Tropical,10.5,2,T02
6187,2025-09-02 01:11:01,P03,Trio de Berries,14.0,1,T01
8674,2025-09-02 01:13:36,P01,Detox Verde,12.5,1,T02
1059,2025-09-02 01:15:43,P03,Trio de Berries,14.0,1,T01
8700,2025-09-02 01:16:49,P02,Energia Matutina,11.0,1,T02
2598,2025-09-02 01:23:58,P02,Energia Matutina,11.0,1,T01
1519,2025-09-02 01:31:05,P01,Detox Verde,12.5,2,T01
6710,2025-09-02 01:38:43,P02,Energia Matutina,11.0,1,T02
3874,2025-09-02 01:43:02,P03,Trio de Berries,14.0,1,T02
3835,2025-09-02 01:44:10,P02,Energia Matutina,11.0,1,T02
10958,2025-09-02 01:57:18,P02,Energia Matutina,11.0,1,T01
1935,2025-09-02 02:08:19,P02,Energia Matutina,11.0,1,T02
3128,2025-09-02 02:15:38,P03,Trio de Berries,14.0,1,T02
1734,2025-09-02 02:26:49,P02,Energia Matutina,11.0,1,T01
7268,2025-09-02 02:28:08,P01,Detox Verde,12.5,1,T02
4109,2025-09-02 02:33:10,P03,Trio de Berries,14.0,2,T01
2869,2025-09-02 02:36:44,P04,Sol Tropical,10.5,1,T01
1305,2025-09-02 02:37:23,P02,Energia Matutina,11.0,1,T02
3729,2025-09-02 02:50:35,P05,Inmune-C Boost,13.0,1,T01
10565,2025-09-02 02:51:38,P04,Sol Tropical,10.5,1,T02
8796,2025-09-02 02:56:04,P03,Trio de Berries,14.0,1,T01
2262,2025-09-02 02:57:33,P04,Sol Tropical,10.5,1,T01
7202,2025-09-02 03:05:00,P04,Sol Tropical,10.5,1,T02
1211,2025-09-02 03:10:33,P02,Energia Matutina,11.0,1,T01
6002,2025-09-02 03:15:25,P04,Sol Tropical,10.5,1,T01
5636,2025-09-02 03:37:06,P01,Detox Verde,12.5,1,T02
6992,2025-09-02 03:37:45,P02,Energia Matutina,11.0,1,T02
2271,2025-09-02 03:40:22,P04,Sol Tropical,10.5,1,T01
4071,2025-09-02 03:43:32,P02,Energia Matutina,11.0,1,T02
8998,2025-09-02 03:46:22,P02,Energia Matutina,11.0,1,T01
2917,2025-09-02 03:49:19,P03,Trio de Berries,14.0,1,T02
8603,2025-09-02 03:52:59,P04,Sol Tropical,10.5,1,T01
10680,2025-09-02 03:53:25,P01,Detox Verde,12.5,2,T02
8195,2025-09-02 03:54:15,P01,Detox Verde,12.5,1,T01
3458,2025-09-02 03:55:25,P03,Trio de Berries,14.0,1,T01
4306,2025-09-02 03:55:47,P02,Energia Matutina,11.0,1,T01
4996,2025-09-02 03:56:18,P01,Detox Verde,12.5,1,T01
9641,2025-09-02 03:58:08,P04,Sol Tropical,10.5,1,T01
4402,2025-09-02 03:58:11,P02,Energia Matutina,11.0,1,T02
8224,2025-09-02 03:58:56,P04,Sol Tropical,10.5,1,T02
9989,2025-09-02 04:03:39,P04,Sol Tropical,10.5,1,T01
4692,2025-09-02 04:07:01,P03,Trio de Berries,14.0,1,T01
2114,2025-09-02 04:07:28,P02,Energia Matutina,11.0,1,T02
5771,2025-09-02 04:10:07,P02,Energia Matutina,11.0,1,T01
10154,2025-09-02 04:13:15,P04,Sol Tropical,10.5,1,T01
6767,2025-09-02 04:14:46,P03,Trio de Berries,14.0,1,T01
10625,2025-09-02 04:16:50,P01,Detox Verde,12.5,1,T01
1949,2025-09-02 04:17:03,P02,Energia Matutina,11.0,1,T01
2644,2025-09-02 04:20:27,P03,Trio de Berries,14.0,1,T02
2912,2025-09-02 04:23:41,P03,Trio de Berries,14.0,1,T01
3416,2025-09-02 04:25:47,P02,Energia Matutina,11.0,1,T02
4145,2025-09-02 04:28:21,P02,Energia Matutina,11.0,2,T02
9566,2025-09-02 04:41:03,P02,Energia Matutina,11.0,1,T02
4160,2025-09-02 04:44:00,P02,Energia Matutina,11.0,1,T01
5094,2025-09-02 04:47:16,P02,Energia Matutina,11.0,1,T02
5266,2025-09-02 04:55:49,P02,Energia Matutina,11.0,1,T01
10078,2025-09-02 04:57:03,P02,Energia Matutina,11.0,1,T02
10723,2025-09-02 04:59:34,P02,Energia Matutina,11.0,1,T01
6724,2025-09-02 05:09:35,P02,Energia Matutina,11.0,1,T01
10417,2025-09-02 05:15:05,P05,Inmune-C Boost,13.0,1,T02
10073,2025-09-02 05:18:55,P01,Detox Verde,12.5,1,T01
3092,2025-09-02 05:28:16,P03,Trio de Berries,14.0,1,T02
2910,2025-09-02 05:29:16,P01,Detox Verde,12.5,1,T02
7324,2025-09-02 05:39:58,P04,Sol Tropical,10.5,1,T01
5730,2025-09-02 05:40:43,P02,Energia Matutina,11.0,1,T01
9425,2025-09-02 05:42:25,P03,Trio de Berries,14.0,1,T01
3529,2025-09-02 05:53:46,P02,Energia Matutina,11.0,2,T01
1052,2025-09-02 05:57:49,P02,Energia Matutina,11.0,1,T02
8406,2025-09-02 05:59:28,P03,Trio de Berries,14.0,1,T02
10636,2025-09-02 06:00:54,P01,Detox Verde,12.5,1,T02
2491,2025-09-02 06:02:42,P04,Sol Tropical,10.5,2,T01
10054,2025-09-02 06:04:10,P04,Sol Tropical,10.5,3,T02
7282,2025-09-02 06:04:46,P03,Trio de Berries,14.0,1,T01
7376,2025-09-02 06:12:43,P01,Detox Verde,12.5,1,T02
7508,2025-09-02 06:14:09,P05,Inmune-C Boost,13.0,1,T01
5080,2025-09-02 06:16:42,P02,Energia Matutina,11.0,1,T02
8234,2025-09-02 06:25:28,P01,Detox Verde,12.5,1,T01
10023,2025-09-02 06:43:34,P04,Sol Tropical,10.5,1,T01
10923,2025-09-02 06:48:51,P02,Energia Matutina,11.0,1,T02
2414,2025-09-02 07:05:55,P03,Trio de Berries,14.0,1,T02
1063,2025-09-02 07:07:25,P02,Energia Matutina,11.0,1,T02
6355,2025-09-02 07:15:40,P01,Detox Verde,12.5,1,T02
1257,2025-09-02 07:16:36,P02,Energia Matutina,11.0,1,T01
1913,2025-09-02 07:17:08,P02,Energia Matutina,11.0,1,T01
1490,2025-09-02 07:22:40,P01,Detox Verde,12.5,2,T01
7719,2025-09-02 07:24:42,P02,Energia Matutina,11.0,1,T01
8546,2025-09-02 07:29:01,P02,Energia Matutina,11.0,2,T02
3804,2025-09-02 07:33:53,P02,Energia Matutina,11.0,1,T01
6650,2025-09-02 07:35:28,P01,Detox Verde,12.5,2,T01
3087,2025-09-02 07:39:22,P04,Sol Tropical,10.5,1,T01
9801,2025-09-02 07:47:50,P04,Sol Tropical,10.5,1,T02
10188,2025-09-02 07:48:04,P01,Detox Verde,12.5,1,T02
5439,2025-09-02 07:48:21,P02,Energia Matutina,11.0,2,T01
3145,2025-09-02 07:53:05,P01,Detox Verde,12.5,2,T01
9694,2025-09-02 07:53:35,P03,Trio de Berries,14.0,1,T02
8501,2025-09-02 07:53:50,P01,Detox Verde,12.5,2,T02
10312,2025-09-02 07:54:20,P01,Detox Verde,12.5,1,T01
5336,2025-09-02 07:55:01,P02,Energia Matutina,11.0,2,T01
5184,2025-09-02 07:58:29,P02,Energia Matutina,11.0,1,T01
4290,2025-09-02 08:05:05,P01,Detox Verde,12.5,1,T01
4718,2025-09-02 08:08:41,P03,Trio de Berries,14.0,1,T01
1271,2025-09-02 08:11:23,P05,Inmune-C Boost,13.0,2,T01
4358,2025-09-02 08:11:39,P05,Inmune-C Boost,13.0,1,T01
2393,2025-09-02 08:13:28,P01,Detox Verde,12.5,1,T02
10603,2025-09-02 08:14:06,P02,Energia Matutina,11.0,2,T01
6836,2025-09-02 08:16:58,P02,Energia Matutina,11.0,1,T01
2888,2025-09-02 08:17:56,P03,Trio de Berries,14.0,1,T02
9007,2025-09-02 08:25:25,P02,Energia Matutina,11.0,1,T01
8949,2025-09-02 08:28:10,P04,Sol Tropical,10.5,1,T01
2347,2025-09-02 08:28:25,P04,Sol Tropical,10.5,1,T01
6499,2025-09-02 08:31:38,P05,Inmune-C Boost,13.0,3,T02
6788,2025-09-02 08:32:07,P01,Detox Verde,12.5,1,T01
6613,2025-09-02 08:42:00,P03,Trio de Berries,14.0,1,T01
4407,2025-09-02 08:45:27,P02,Energia Matutina,11.0,1,T01
8214,2025-09-02 08:52:32,P02,Energia Matutina,11.0,1,T02
6614,2025-09-02 08:58:04,P04,Sol Tropical,10.5,1,T02
6243,2025-09-02 09:09:29,P03,Trio de Berries,14.0,1,T01
4519,2025-09-02 09:12:55,P01,Detox Verde,12.5,1,T02
3640,2025-09-02 09:13:07,P01,Detox Verde,12.5,1,T02
10824,2025-09-02 09:17:47,P01,Detox Verde,12.5,1,T02
6815,2025-09-02 09:19:24,P01,Detox Verde,12.5,1,T01
8047,2025-09-02 09:26:11,P03,Trio de Berries,14.0,1,T01
9897,2025-09-02 09:35:01,P03,Trio de Berries,14.0,1,T01
5372,2025-09-02 09:36:46,P02,Energia Matutina,11.0,1,T01
3148,2025-09-02 09:40:14,P01,Detox Verde,12.5,2,T01
7135,2025-09-02 09:43:59,P03,Trio de Berries,14.0,3,T02
4027,2025-09-02 09:45:14,P02,Energia Matutina,11.0,1,T01
1955,2025-09-02 09:56:15,P03,Trio de Berries,14.0,1,T01
2004,2025-09-02 09:58:40,P01,Detox Verde,12.5,3,T01
9505,2025-09-02 10:00:53,P01,Detox Verde,12.5,1,T02
5702,2025-09-02 10:01:13,P01,Detox Verde,12.5,1,T02
8852,2025-09-02 10:01:19,P02,Energia Matutina,11.0,1,T02
8366,2025-09-02 10:03:01,P05,Inmune-C Boost,13.0,1,T02
8313,2025-09-02 10:04:18,P01,Detox Verde,12.5,3,T02
10216,2025-09-02 10:05:06,P01,Detox Verde,12.5,2,T01
8891,2025-09-02 10:06:00,P03,Trio de Berries,14.0,1,T02
3784,2025-09-02 10:22:02,P03,Trio de Berries,14.0,1,T02
2588,2025-09-02 10:28:52,P01,Detox Verde,12.5,1,T02
5508,2025-09-02 10:31:13,P02,Energia Matutina,11.0,1,T01
2568,2025-09-02 10:38:46,P01,Detox Verde,12.5,2,T01
9274,2025-09-02 10:39:23,P04,Sol Tropical,10.5,1,T02
7214,2025-09-02 10:44:13,P02,Energia Matutina,11.0,1,T02
1965,2025-09-02 10:46:36,P04,Sol Tropical,10.5,1,T02
3428,2025-09-02 10:54:30,P04,Sol Tropical,10.5,1,T02
7084,2025-09-02 10:55:09,P03,Trio de Berries,14.0,1,T02
5913,2025-09-02 10:57:19,P02,Energia Matutina,11.0,3,T02
4462,2025-09-02 10:58:11,P01,Detox Verde,12.5,1,T01
3789,2025-09-02 10:58:48,P01,Detox Verde,12.5,1,T02
4684,2025-09-02 10:58:49,P01,Detox Verde,12.5,1,T01
6287,2025-09-02 11:09:32,P01,Detox Verde,12.5,1,T01
4398,2025-09-02 11:15:01,P01,Detox Verde,12.5,1,T01
5631,2025-09-02 11:21:17,P02,Energia Matutina,11.0,1,T02
10561,2025-09-02 11:24:40,P02,Energia Matutina,11.0,1,T02
3655,2025-09-02 11:26:14,P02,Energia Matutina,11.0,1,T02
3210,2025-09-02 11:35:20,P01,Detox Verde,12.5,1,T02
6969,2025-09-02 11:37:12,P02,Energia Matutina,11.0,1,T02
8340,2025-09-02 11:51:23,P03,Trio de Berries,14.0,1,T01
1141,2025-09-02 11:55:27,P04,Sol Tropical,10.5,2,T01
5426,2025-09-02 11:55:28,P02,Energia Matutina,11.0,1,T01
9854,2025-09-02 11:58:22,P01,Detox Verde,12.5,1,T02
2911,2025-09-02 12:06:55,P02,Energia Matutina,11.0,2,T02
10554,2025-09-02 12:23:08,P03,Trio de Berries,14.0,1,T01
2539,2025-09-02 12:25:04,P01,Detox Verde,12.5,1,T01
2979,2025-09-02 12:27:03,P03,Trio de Berries,14.0,1,T01
10085,2025-09-02 12:27:43,P04,Sol Tropical,10.5,1,T02
1061,2025-09-02 12:29:10,P03,Trio de Berries,14.0,1,T02
7846,2025-09-02 12:31:46,P03,Trio de Berries,14.0,2,T02
5381,2025-09-02 12:31:52,P02,Energia Matutina,11.0,1,T01
10758,2025-09-02 12:48:45,P05,Inmune-C Boost,13.0,1,T01
4824,2025-09-02 12:55:14,P01,Detox Verde,12.5,1,T02
1383,2025-09-02 12:55:57,P05,Inmune-C Boost,13.0,1,T02
8259,2025-09-02 13:05:09,P04,Sol Tropical,10.5,1,T02
6303,2025-09-02 13:16:08,P01,Detox Verde,12.5,2,T01
2586,2025-09-02 13:34:17,P02,Energia Matutina,11.0,1,T02
7499,2025-09-02 13:35:19,P01,Detox Verde,12.5,2,T01
3396,2025-09-02 13:44:13,P01,Detox Verde,12.5,2,T02
2241,2025-09-02 13:45:08,P03,Trio de Berries,14.0,1,T02
3996,2025-09-02 13:47:08,P03,Trio de Berries,14.0,3,T02
6911,2025-09-02 14:06:08,P03,Trio de Berries,14.0,2,T01
9856,2025-09-02 14:08:27,P02,Energia Matutina,11.0,1,T02
6981,2025-09-02 14:11:49,P02,Energia Matutina,11.0,1,T01
1341,2025-09-02 14:13:29,P02,Energia Matutina,11.0,1,T02
7501,2025-09-02 14:13:43,P04,Sol Tropical,10.5,1,T02
9541,2025-09-02 14:14:57,P03,Trio de Berries,14.0,2,T02
2856,2025-09-02 14:16:02,P02,Energia Matutina,11.0,2,T02
1051,2025-09-02 14:16:37,P03,Trio de Berries,14.0,2,T01
8150,2025-09-02 14:26:08,P01,Detox Verde,12.5,1,T01
8677,2025-09-02 14:28:07,P03,Trio de Berries,14.0,1,T02
8614,2025-09-02 14:30:43,P04,Sol Tropical,10.5,1,T02
7325,2025-09-02 14:49:35,P02,Energia Matutina,11.0,1,T02
7063,2025-09-02 14:53:27,P03,Trio de Berries,14.0,1,T01
9777,2025-09-02 14:54:14,P02,Energia Matutina,11.0,1,T01
5976,2025-09-02 14:59:11,P01,Detox Verde,12.5,3,T02
6492,2025-09-02 15:00:15,P01,Detox Verde,12.5,1,T01
10589,2025-09-02 15:06:06,P03,Trio de Berries,14.0,1,T02
9850,2025-09-02 15:07:47,P03,Trio de Berries,14.0,2,T02
9015,2025-09-02 15:09:27,P02,Energia Matutina,11.0,2,T01
7604,2025-09-02 15:16:11,P01,Detox Verde,12.5,2,T01
